UID,Bill.Title,Fulltext.Intro.URL,Session,FinalCode,Bill/Resolution Summary
3288,"Standards of Accreditation; adds high school graduation rates, etc.",https://lis.virginia.gov/cgi-bin/legp604.exe?131+ful+SB782,2013,Education,"SUMMARY AS INTRODUCED: Standards of Accreditation. Adds high school  graduation rates, the rate of student academic  progress in all student  subgroups identified pursuant to the federal Elementary  and Secondary  Education Act of 1965, P.L. 89-10, as amended, and progress  toward  narrowing gaps in student proficiency on Standards of Learning  assessments  among all student subgroups to the list of special school  division  accomplishments that the Board of Education shall consider in its   criteria for recognizing educational performance. The bill also prohibits  the  Board from identifying a school as fully accredited if any such  student  subgroup in the school fails to demonstrate proficiency on  any Standards of  Learning assessment. The bill finally alters the  objectives of Standards of  Learning Assessments. The bill contains  technical amendments."
3289,Study; bingo and raffles.,https://lis.virginia.gov/cgi-bin/legp604.exe?951+ful+SJ266,1995,Domestic Commerce,"SUMMARY:  Study; Bingo and raffles.  Continues the Joint Subcommittee Studying  Virginia's Current Bingo and Raffle Statutes.  Issues to be considered by  the subcommittee include:  bingo abuses, the lack of uniformity in the  administration and enforcement of bingo and raffle operations, and the  efficacy of statewide control of bingo games and raffles."
3291,Commending Simonee R. Thomas.,https://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+SJ324,1999,Housing,SUMMARY AS INTRODUCED:  Commending Simonee R. Thomas.
3296,Celebrating the life of Barbara Williams Hahne.,https://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+HR36,2012,Social Welfare,SUMMARY AS INTRODUCED: Celebrating the life of Barbara Williams Hahne.
3298,Teachers to study gifted education.,https://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+HB1287,1998,Education,None
3306,Virginia Defective Drywall Correction and Restoration Assistance Fund; SCC to collect from insurer.,https://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+HB1919,2011,Housing,"SUMMARY AS INTRODUCED: Assessment for the Virginia Defective Drywall Correction  and Restoration Assistance Fund.  Directs the State Corporation  Commission to collect from each licensed insurer writing fire, homeowners, and  the property portion of commercial multi-peril insurance an assessment in an  amount equal to six-tenths of one percent of the direct gross premium income  for such insurance during the preceding calendar year. The moneys collected  from the assessment are to be used to provide revenue for the Virginia  Defective Drywall Correction and Restoration Assistance Fund. The provision  expires July 1, 2016."
3309,Civil penalties for zoning violations.,https://lis.virginia.gov/cgi-bin/legp604.exe?021+ful+HB166,2002,Law and Crime,"SUMMARY AS INTRODUCED:  Civil penalties for zoning violations.  Raises the civil penalty for subsequent  zoning violations from $150 to $500.  Also, specified violations arising from the same  operative set of facts may be charged once every five days rather than 10 days, and  the maximum civil penalty of $3,000 is removed."
3311,"Public school teachers; technical professional licenses, eligibility criteria.",https://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+HB1613,2020,Education,"SUMMARY AS INTRODUCED: Public school teachers; technical professional  licenses;  eligibility criteria. Requires the Board of Education,  pursuant to  regulation, to permit any individual who seeks a technical  professional license  to substitute the successful completion of an  intensive, job-embedded,  three-year program of professional development  for the nine semester hours of  professional studies required for  such license."
3314,Sales and use tax; accelerated payments.,https://lis.virginia.gov/cgi-bin/legp604.exe?181+ful+HB1339,2018,Macroeconomics,"SUMMARY AS INTRODUCED: Accelerated sales and use tax payments.  Prohibits any  requirement that a dealer remit accelerated sales and  use tax payments, except  as provided in a general appropriation act  under the following circumstances: (i) if payments are required for  dealers with sales of  $15 million or less, such threshold may only  be reduced by 10 percent the next  year; (ii) if the Department of  Taxation fails to  notify dealers that accelerated payments are due  at least nine months in  advance, no penalty or interest may be assessed  for late payments; and (iii) no penalty or interest may be assessed  on a  dealer subject to an accelerated payment due to a lowered threshold  in the  calendar year. If such accelerated payment is required in  an appropriation act,  a dealer may only be required to pay 90 percent  of the dealer's sales and use  tax liability for the previous June.  The Department shall  provide an online application for a dealer to  apply for a hardship waiver. The  bill prohibits requiring accelerated  payments after June 30, 2020."
3319,Alcoholic beverage control; outdoor advertising.,https://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+HB466,2012,Domestic Commerce,"SUMMARY AS PASSED HOUSE: Alcoholic beverage control; outdoor advertising.  Provides that all lawfully erected outdoor alcoholic beverage signs shall comply with the provisions of outdoor advertising in sight of highways, laws and regulations adopted by the Commonwealth Transportation Board pursuant thereto, and the Integrated Directional Sign Program administered by the Virginia Department of Transportation or its agents. This bill is identical to SB 408. SUMMARY AS INTRODUCED: Alcoholic beverage control; outdoor advertising.   Provides that all outdoor alcoholic beverage signs and advertising by ABC licensees  shall comply with the provisions of outdoor advertising in sight of highways,  laws and regulations adopted by the Commonwealth Transportation Board pursuant  thereto, and the Integrated Directional Sign Program administered by the  Virginia Department of Transportation or its agents."
3323,"Abuse or neglect of child; definitions, penalty.",https://lis.virginia.gov/cgi-bin/legp604.exe?161+ful+HB1295,2016,Law and Crime,"SUMMARY AS INTRODUCED: Abuse or neglect of child; definitions of  ""abused or neglected child"" and ""child in need of services""; penalty.  Removes the exemption for children under only the treatment of a spiritual  provider pursuant to the tenets of a church or religious denomination  from the definitions of ""abused or neglected child"" and ""child in  need of services"" and from the consideration of whether an individual  has committed felony child abuse or  neglect."
